0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.031878628,0.91499996,0.04817863,0.08106258,0.027495513,0.026768902,0.027033985,0.02674914,0.019844204,0.94760686,0.6000913,0.028894527,0.022215057,0.028179513,0.02629534,0.042247612,0.027649451,0.02834357,0.027465517,0.61439234,0.07383695,0.027553836,0.5046679,0.02154998,0.028047413,0.024278017,0.025095783,0.035871953,0.027425453,0.028764503,0.042766605,0.1276949,0.03248937,0.030546403,0.02518529,0.026478333,0.026120255,0.025755174,0.029703103,0.01577124,0.022165285,0.021979839
0.039284497,0.8119569,0.057768624,0.10386445,0.029512525,0.028703447,0.028657673,0.027939478,0.01894729,0.9372111,0.8187716,0.03257647,0.025694868,0.029894922,0.029455204,0.040164992,0.028310783,0.030307109,0.026232794,0.8937695,0.10247983,0.105003804,0.8945676,0.031900033,0.030701311,0.035685763,0.022594497,0.034673907,0.028821308,0.030260323,0.05771146,0.16885264,0.03326739,0.032518324,0.030184727,0.047716565,0.028853344,0.032071207,0.032400876,0.022338925,0.03361236,0.022826655
0.026950274,0.9648263,0.027287347,0.2680913,0.021293819,0.02269405,0.023943217,0.022290332,0.076819666,0.9667651,0.18283503,0.026786406,0.021451874,0.023611415,0.022708982,0.031026088,0.023040248,0.026170282,0.020867681,0.100825176,0.045814447,0.057249207,0.21935575,0.015503759,0.020072356,0.016303103,0.04999873,0.031460695,0.025945393,0.022577759,0.04857631,0.34611222,0.034294453,0.025173845,0.022757627,0.0342315,0.02422476,0.022843696,0.026197398,0.021144193,0.02267193,0.023221252
0.028354483,0.92976546,0.03699718,0.16283047,0.02610291,0.022691855,0.023287749,0.025013888,0.015510789,0.97063386,0.68321157,0.024564883,0.020622842,0.025305983,0.023686964,0.039957926,0.024777979,0.023289897,0.022391452,0.49008542,0.07100262,0.048775192,0.77152765,0.01934248,0.023099542,0.020842856,0.023073416,0.032065317,0.026493134,0.022362983,0.045230187,0.09033583,0.0336147,0.025984539,0.025222687,0.030666502,0.022489894,0.025924368,0.026668742,0.018837122,0.019124923,0.017088963
0.02399905,0.92038673,0.021889944,0.16477804,0.019445943,0.017902013,0.018078504,0.019466702,0.019566065,0.9757573,0.50729597,0.022359932,0.016786158,0.020233128,0.018179538,0.03561134,0.02008156,0.020786632,0.019292545,0.51964986,0.036426272,0.02190826,0.4776607,0.014805586,0.019858904,0.016872672,0.021417003,0.0250099,0.018799387,0.020378765,0.03668458,0.2339527,0.026230758,0.021889888,0.018499251,0.023480719,0.01817927,0.01960212,0.019893099,0.0127741285,0.016912099,0.016644632
0.03244296,0.90214217,0.038782544,0.21113594,0.028464198,0.027707186,0.028834645,0.028815433,0.040737964,0.95581555,0.26193076,0.032014947,0.026836865,0.027667955,0.026764512,0.040380087,0.028487325,0.029961923,0.026116034,0.44516805,0.031116577,0.06585115,0.44129264,0.021731313,0.02799011,0.022796877,0.04150712,0.03831805,0.029404577,0.028814927,0.052376267,0.22265714,0.039579,0.031118436,0.028636176,0.03488707,0.029114066,0.030255176,0.030207224,0.02152504,0.025697077,0.025542134
0.036168456,0.86014277,0.03674091,0.14413229,0.0319693,0.028905755,0.028688967,0.02867277,0.04808842,0.9590647,0.55316293,0.033330064,0.02572932,0.031594157,0.028429735,0.042909313,0.030998366,0.034534603,0.028754506,0.70450425,0.08290619,0.043401003,0.17173035,0.02540681,0.031276993,0.028447324,0.040011354,0.035982717,0.02912651,0.03490158,0.04944355,0.29558447,0.038982894,0.03087087,0.026673594,0.03492988,0.030335566,0.031593416,0.030079022,0.023528265,0.03308951,0.027492769
0.023504134,0.957742,0.019603347,0.40662354,0.021722991,0.018920781,0.020686321,0.022880042,0.041804988,0.9858597,0.36753175,0.022877302,0.018395571,0.021004394,0.021258999,0.030979924,0.021540202,0.019279188,0.020279847,0.13330363,0.071427986,0.027497882,0.20967127,0.013088045,0.018359022,0.012234842,0.030032853,0.027835,0.021994047,0.018117178,0.03817393,0.21215498,0.02975895,0.022474127,0.020034373,0.029306237,0.0199355,0.020769218,0.02307536,0.020111332,0.018856741,0.016208246
0.034724724,0.9360372,0.03845785,0.17564026,0.032715447,0.02817936,0.030796848,0.0316052,0.10759637,0.94515395,0.14863926,0.035889596,0.026615236,0.032546334,0.030648066,0.039779384,0.03174014,0.032163747,0.03100901,0.1629516,0.11427858,0.04760884,0.090809986,0.020224102,0.02922986,0.020585181,0.06002272,0.03814177,0.032361478,0.031118914,0.046523113,0.43073437,0.041780263,0.03231835,0.029512197,0.039813794,0.031548142,0.030814812,0.03474513,0.02746131,0.031861886,0.0313976
0.028811272,0.81898654,0.057165906,0.10325922,0.021246895,0.022506928,0.021314798,0.022753907,0.00933615,0.9564146,0.931612,0.023368057,0.01937852,0.021133771,0.022104692,0.03126015,0.022555653,0.021591486,0.023488598,0.9153634,0.05695934,0.08201327,0.96380556,0.021732487,0.021077972,0.028131729,0.011884667,0.028753025,0.02087747,0.0209228,0.04390991,0.10742902,0.023489691,0.024719374,0.020616794,0.030683631,0.022353342,0.02396111,0.026833832,0.015923688,0.024346296,0.01371539
0.02642707,0.95473844,0.025399761,0.21183647,0.019465093,0.01963333,0.021533431,0.020713916,0.04760896,0.9652325,0.1794914,0.024639271,0.01944743,0.02114912,0.020489564,0.030036503,0.020688202,0.021695191,0.020150486,0.18665017,0.072518975,0.04682195,0.38221148,0.015543488,0.019936178,0.017515194,0.032818455,0.028463554,0.02173347,0.020266049,0.04179064,0.27413437,0.027343784,0.02417167,0.022143481,0.031001009,0.021391919,0.020126512,0.024278773,0.01631937,0.019855564,0.017715054
0.029264556,0.91234034,0.041173317,0.096141346,0.021627448,0.021967664,0.023155482,0.023815688,0.021092612,0.9540607,0.71114624,0.025241885,0.020683927,0.024620386,0.023411477,0.037171498,0.024000442,0.022960356,0.022963213,0.60702294,0.11433826,0.06873211,0.84268665,0.021258382,0.022314245,0.027275162,0.01961813,0.03116555,0.02396654,0.023683924,0.042976648,0.13442084,0.028117009,0.026628606,0.023857394,0.035856638,0.022752931,0.023542292,0.028214188,0.017338783,0.022952687,0.019838745
0.0312621,0.9433059,0.040686104,0.07698501,0.028607339,0.024697116,0.025648007,0.028790107,0.022597713,0.96884257,0.52784634,0.028625429,0.023651827,0.027073298,0.0254711,0.03686641,0.027347414,0.024926424,0.025618652,0.54500234,0.0948986,0.049061894,0.56968427,0.020286456,0.026314203,0.023595612,0.026879668,0.035382677,0.027395934,0.024603307,0.044166468,0.09080391,0.034824476,0.028991232,0.02656247,0.032301664,0.02565641,0.029211106,0.029544676,0.019644773,0.023118785,0.018097242
0.029563755,0.72702616,0.04949552,0.09192882,0.024970816,0.020789793,0.022790028,0.023898484,0.0073286314,0.95491844,0.82589746,0.024404699,0.018457808,0.02312123,0.023052294,0.03461189,0.023840854,0.024093065,0.02190198,0.95857275,0.0678718,0.06643136,0.96471214,0.028918311,0.025203653,0.034049638,0.010582285,0.028536709,0.020605933,0.022840377,0.040762197,0.14126451,0.02339859,0.023204176,0.021747539,0.029556368,0.022520334,0.02211273,0.023945022,0.014285439,0.024235908,0.020968629
0.02502449,0.9739344,0.025079392,0.2671416,0.023213807,0.023111835,0.025109911,0.022897562,0.07229467,0.9761045,0.074460156,0.026741805,0.021641871,0.02341175,0.02134242,0.030722598,0.023878358,0.02404047,0.023687879,0.06726217,0.061003223,0.029645083,0.081661105,0.014590776,0.021222482,0.013745461,0.04524028,0.034664474,0.025871726,0.023583675,0.043336038,0.18113355,0.036462575,0.026675165,0.023493608,0.028174182,0.02402899,0.022926029,0.026929062,0.01864942,0.018754536,0.019229207
0.026949918,0.96839976,0.026146399,0.17230509,0.02315017,0.021918742,0.022700217,0.022698676,0.090899006,0.97509503,0.16910395,0.02846861,0.02143326,0.024038278,0.022496058,0.029431753,0.02172967,0.022023411,0.021411208,0.0660208,0.11030801,0.046044163,0.1076262,0.013854447,0.021642154,0.013988938,0.04559441,0.029518533,0.02475161,0.022844201,0.04039904,0.33235693,0.037311126,0.027643643,0.0246299,0.03576276,0.021719284,0.024925126,0.02608329,0.020091739,0.021652646,0.018635932
0.024681764,0.9557173,0.024304088,0.15206428,0.019875865,0.018202173,0.01786492,0.018349959,0.04695545,0.9845857,0.35101128,0.02326883,0.017501274,0.021196784,0.01944724,0.028310822,0.018272385,0.018308008,0.018086065,0.26684773,0.0961105,0.03214913,0.13744594,0.013000535,0.019820396,0.014642079,0.03180285,0.02376061,0.0212395,0.01934284,0.036242835,0.1643926,0.03170663,0.022960683,0.021413816,0.030059658,0.01727529,0.021189528,0.021956112,0.017829798,0.018416498,0.012945393
