0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.028759427,0.9019452,0.036742218,0.18157807,0.022955393,0.021928402,0.022180557,0.02514123,0.01996497,0.9731067,0.82477725,0.025048627,0.020049367,0.023121186,0.022358876,0.03586684,0.023792895,0.022447048,0.024123253,0.4480822,0.11224342,0.03651172,0.6602218,0.019425357,0.021388026,0.021315146,0.021950342,0.029434096,0.023240108,0.020888546,0.042024694,0.12183652,0.02783797,0.024420604,0.021690214,0.03238663,0.022425462,0.025958745,0.026511779,0.01995456,0.023642318,0.018022517
0.0328005,0.8483985,0.045790534,0.13552591,0.026943652,0.023420386,0.025294513,0.026881704,0.02022268,0.94860834,0.7461373,0.028519383,0.021840585,0.02545779,0.024331389,0.036670644,0.025988577,0.025435843,0.025674429,0.8036223,0.12407367,0.06783808,0.7915403,0.02780873,0.026057078,0.030789733,0.020887803,0.03252487,0.024114331,0.024741989,0.04345203,0.15811838,0.028854186,0.027313711,0.02390321,0.03449077,0.025425086,0.027418362,0.028346458,0.020537464,0.032819547,0.022848599
0.027535314,0.93439615,0.03386656,0.17172892,0.024390822,0.02339106,0.023296816,0.023742782,0.027446598,0.9704123,0.36713508,0.024779752,0.020563668,0.023508478,0.02379779,0.03126453,0.023723375,0.02307986,0.022741303,0.39503768,0.07930708,0.030374002,0.3955454,0.016512955,0.023016004,0.017747708,0.028808739,0.030614879,0.024767494,0.022127574,0.041806035,0.108901076,0.031185403,0.02527857,0.023308435,0.028459704,0.023318244,0.024182202,0.026283262,0.01713315,0.018993856,0.016324637
0.029914245,0.854075,0.03511699,0.13360679,0.024493346,0.022241231,0.023061091,0.02547251,0.020577937,0.96892595,0.45742184,0.02632445,0.021178612,0.023560561,0.02368346,0.036411785,0.024843544,0.02459282,0.022607503,0.765751,0.06102574,0.04261294,0.6988055,0.020666195,0.024588143,0.022262478,0.021927116,0.029579706,0.022824036,0.02489599,0.042785928,0.13532631,0.031119602,0.02525395,0.023458114,0.03156469,0.023337355,0.026168114,0.025462162,0.016148016,0.022267897,0.019835796
0.034509365,0.9197328,0.03870211,0.24742845,0.03120697,0.029145623,0.02896983,0.028160185,0.043415032,0.95707506,0.42549515,0.03081605,0.026279889,0.030488716,0.02930181,0.041533988,0.029692085,0.030139115,0.026267374,0.4189883,0.08731075,0.04660505,0.35136348,0.021837285,0.029148104,0.022334155,0.044415772,0.036886327,0.031642895,0.030931719,0.052371684,0.14244479,0.04318348,0.030780947,0.030023964,0.038338743,0.028941633,0.032127444,0.03163812,0.023458939,0.026698748,0.024229156
0.02218851,0.9853491,0.01627501,0.34252915,0.019607596,0.018906137,0.020429736,0.019023769,0.090108216,0.98068595,0.033947866,0.024677265,0.019454928,0.020024752,0.019359881,0.026462775,0.01864291,0.019678473,0.017767845,0.032797724,0.028762572,0.03961629,0.099609435,0.010003942,0.018355377,0.010243031,0.049267557,0.028494488,0.02127172,0.019018874,0.040744435,0.40865546,0.033373445,0.025149481,0.021676648,0.028590871,0.019169295,0.019171739,0.022073338,0.016169675,0.016633296,0.015098261
0.035195183,0.89877313,0.047538165,0.073735744,0.027994566,0.027480654,0.028682426,0.030827705,0.03791017,0.9590978,0.47348282,0.03126307,0.02546245,0.02894891,0.027466755,0.038131356,0.029748764,0.029022232,0.027806707,0.5276375,0.11734191,0.0782971,0.48786634,0.027810253,0.027648136,0.029707853,0.034807425,0.037802193,0.031243974,0.027816877,0.04826475,0.15126148,0.036134247,0.030335566,0.027384948,0.03831122,0.028845262,0.031826418,0.032416344,0.024759939,0.029960219,0.028200196
0.02684194,0.9580059,0.021378603,0.32710573,0.023084667,0.02068731,0.022252226,0.023741156,0.06724955,0.9853601,0.2631156,0.026325172,0.021155214,0.022682816,0.02234207,0.031952426,0.021717064,0.02137119,0.02166657,0.12614146,0.06220182,0.031639382,0.12524492,0.014869349,0.021078404,0.013289484,0.04392772,0.029785192,0.02437781,0.021569388,0.04248817,0.22139877,0.036394347,0.025221592,0.023814987,0.03474502,0.021290937,0.024245689,0.024717776,0.024005152,0.023259338,0.015997816
0.035460453,0.8968889,0.04342244,0.1774757,0.029877258,0.029038412,0.031268816,0.030743191,0.035755396,0.95508313,0.49225703,0.031836774,0.02710399,0.03030139,0.028864825,0.042628847,0.031304255,0.030621247,0.02882375,0.5018891,0.119002365,0.052752394,0.49545413,0.026131641,0.029704725,0.028057935,0.03447424,0.040238954,0.030685984,0.031364705,0.052173365,0.12652959,0.037389923,0.031431336,0.030020285,0.038984966,0.030791799,0.030945186,0.033736724,0.022808513,0.02897645,0.026954222
0.027422616,0.9440657,0.02911056,0.17047168,0.025411338,0.021983022,0.02370463,0.023819169,0.0409444,0.9737318,0.21648057,0.02732619,0.02042469,0.024404306,0.02288388,0.03191061,0.023768706,0.024204986,0.022520838,0.29540128,0.07552304,0.03816433,0.31313536,0.016734421,0.023518026,0.01761315,0.029956102,0.030613123,0.023076005,0.023691038,0.040612493,0.27213177,0.032068603,0.025746088,0.02270551,0.031430855,0.022914495,0.023579728,0.025552174,0.0170432,0.021910343,0.020870468
