0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.036228564,0.91637033,0.035894927,0.24094251,0.03379424,0.029406713,0.03144843,0.03252887,0.06247514,0.97043127,0.2631924,0.03626886,0.029191384,0.031759012,0.02988053,0.043252785,0.031398203,0.032543067,0.02871261,0.29984704,0.03916225,0.06749993,0.28297922,0.024136897,0.030412802,0.022103412,0.055039056,0.040849548,0.033951506,0.03196529,0.054266576,0.28675184,0.047189154,0.033595923,0.031288747,0.03993479,0.031621672,0.03463913,0.032537,0.030609742,0.03155685,0.027489457
0.027193392,0.78531367,0.042613164,0.1283001,0.02049219,0.020867903,0.021241145,0.019207606,0.014828591,0.9351552,0.8189853,0.024082841,0.018457439,0.02099176,0.02046884,0.03336612,0.020287931,0.022209937,0.019563124,0.90029544,0.087009855,0.056270078,0.8147658,0.021182884,0.02150927,0.025642706,0.015315699,0.02617626,0.019555105,0.022195654,0.042615965,0.15143877,0.025013098,0.024277046,0.020834498,0.030863415,0.021609697,0.021043982,0.024209186,0.014370119,0.023995375,0.01707929
0.044192985,0.8815643,0.06102937,0.10960738,0.03343577,0.034977894,0.034312885,0.033730622,0.03280002,0.93559587,0.7354227,0.035909705,0.031133503,0.0392868,0.036782928,0.05554425,0.036353018,0.03594769,0.03315275,0.8410821,0.103696294,0.09092308,0.61846983,0.0337931,0.034673907,0.041193005,0.03550098,0.045013625,0.039492503,0.038746744,0.060570948,0.10486074,0.04402431,0.038771972,0.035407595,0.054409977,0.033916533,0.03764619,0.041965358,0.028349169,0.034641746,0.031504985
0.030606022,0.94252855,0.029879201,0.1852591,0.026017249,0.02528244,0.026019325,0.02574628,0.07026655,0.9655757,0.29939732,0.030267013,0.024060864,0.02759433,0.026719399,0.036892377,0.025200065,0.026879707,0.024586039,0.14531791,0.049270853,0.055158626,0.2586743,0.01895801,0.02554359,0.018804437,0.051234644,0.03391641,0.029243184,0.027110728,0.04909409,0.3578249,0.038169615,0.030671919,0.027172849,0.039908182,0.025336063,0.026603444,0.02865742,0.02732,0.028192805,0.022641817
0.023782674,0.96924555,0.022492148,0.2154007,0.020347137,0.020498097,0.02110621,0.021525484,0.05230037,0.97591704,0.24883394,0.024276646,0.020067677,0.021779161,0.02029265,0.032344736,0.021322021,0.021011923,0.020950135,0.18186025,0.04262112,0.03962151,0.122316666,0.013389101,0.020204064,0.015790889,0.036727276,0.031104976,0.022427637,0.02120032,0.039852634,0.26556224,0.03218544,0.025752256,0.020776581,0.027768267,0.019947447,0.021538412,0.023816602,0.016956775,0.020107882,0.01864859
0.023529354,0.9753593,0.0196857,0.15799898,0.018411757,0.019598288,0.019954775,0.021628669,0.061792284,0.9864124,0.113250405,0.024483856,0.020119954,0.019723542,0.018989434,0.028244143,0.020407487,0.02008056,0.019185692,0.10135499,0.04354496,0.02902712,0.13849257,0.012185543,0.01971174,0.0128464475,0.03962014,0.027734257,0.021109046,0.020690436,0.042559404,0.21480012,0.032281384,0.0245959,0.02057874,0.030452084,0.019137051,0.022985358,0.022339508,0.017332982,0.018768257,0.018019576
0.046584744,0.72683245,0.08507986,0.07617868,0.03467651,0.034855533,0.03392099,0.035964668,0.014170787,0.87184644,0.9383135,0.03442073,0.02892275,0.037780996,0.03866176,0.056428205,0.038736824,0.03920016,0.036493815,0.96717584,0.11886195,0.07813664,0.94540596,0.038079925,0.035579707,0.052118648,0.01976316,0.041387916,0.033706922,0.038867462,0.059080683,0.14418073,0.03273867,0.03564953,0.031827647,0.04953919,0.036402196,0.036284313,0.04129099,0.022911713,0.038471553,0.031925254
0.028463634,0.9377621,0.026889225,0.29576105,0.023966964,0.022644535,0.023899471,0.024757687,0.09559691,0.96807444,0.18048108,0.028912995,0.023080997,0.024164598,0.023291474,0.030408984,0.023745626,0.023167811,0.02337488,0.13930838,0.09160238,0.048593085,0.15037622,0.016895672,0.023871267,0.015853245,0.054137617,0.030984363,0.026038116,0.024746196,0.043111704,0.27875152,0.038458057,0.02658959,0.026308125,0.036963236,0.024177566,0.026179481,0.026718147,0.023906369,0.026422402,0.020585824
0.036321834,0.9286622,0.044878654,0.29494333,0.03197365,0.029039312,0.032479517,0.032642506,0.04721401,0.9553652,0.40383646,0.033955913,0.028992053,0.031758014,0.031102693,0.044857588,0.031680506,0.03001614,0.031417206,0.4032606,0.08700883,0.052097347,0.43261665,0.022035247,0.028861094,0.024184307,0.039822966,0.04243379,0.032676056,0.029712437,0.05502397,0.19889121,0.040668894,0.03315211,0.033266734,0.043730404,0.031937253,0.03187152,0.037098482,0.02628713,0.028130628,0.023742968
0.033764817,0.8687327,0.056821745,0.07187961,0.029763274,0.026862625,0.027386667,0.028783614,0.019011244,0.9469481,0.7929286,0.028674396,0.02308726,0.029074054,0.026592603,0.040347274,0.029871171,0.02938975,0.027992506,0.7560854,0.18324731,0.0337818,0.58583266,0.025049744,0.027864037,0.029528905,0.024120728,0.035249386,0.027968643,0.028615413,0.042935736,0.06016549,0.0343123,0.026746137,0.026097747,0.030489406,0.028518694,0.02964854,0.031035637,0.017853864,0.025457866,0.022681039
0.030090926,0.87387735,0.03901156,0.15901165,0.02390112,0.023937335,0.023870768,0.020867383,0.027557295,0.9530626,0.6123201,0.026259366,0.0207385,0.024266137,0.024155902,0.03227291,0.023395974,0.026265347,0.022294208,0.59185827,0.07478339,0.04871637,0.6062393,0.01998913,0.023625834,0.021738304,0.023335649,0.029354021,0.023441242,0.026532367,0.04563674,0.213111,0.030467626,0.025910163,0.024216296,0.03175942,0.02408209,0.022802679,0.025719808,0.015233041,0.021550868,0.016793732
0.026960853,0.92222375,0.030874215,0.16994637,0.024734749,0.022306737,0.023238007,0.023536682,0.03746704,0.9709925,0.28596574,0.026888514,0.021128071,0.023223205,0.021962937,0.03030673,0.023370743,0.023067644,0.0227506,0.35732022,0.05158279,0.04863812,0.39299437,0.018522805,0.024253856,0.01762378,0.030543465,0.031186895,0.024014363,0.024108596,0.04233874,0.22783779,0.033932544,0.02620753,0.024166899,0.03015653,0.02254282,0.02399423,0.024157077,0.017690102,0.021596868,0.018380165
0.03222936,0.8908656,0.04078347,0.061071962,0.026320783,0.022448476,0.023793355,0.023491243,0.020881733,0.96560293,0.8640968,0.02893409,0.021115994,0.0266983,0.025556926,0.03380229,0.023368144,0.024499545,0.021306185,0.7684268,0.16496299,0.08552386,0.7817787,0.023301065,0.025071062,0.029854111,0.018421723,0.02876236,0.02308249,0.024239743,0.045301575,0.23328921,0.028397445,0.027823662,0.024618834,0.042788688,0.02344183,0.025462426,0.027906582,0.020994533,0.031229293,0.018449318
0.024893126,0.9547611,0.022518875,0.19982694,0.021442132,0.018386645,0.020188227,0.020511495,0.03848057,0.9778845,0.22772892,0.023673585,0.018088602,0.02044887,0.019809755,0.027736463,0.02056411,0.020545293,0.019549008,0.35527256,0.09355505,0.020267932,0.12846093,0.012989936,0.019016508,0.013122204,0.029262913,0.02654031,0.02057297,0.018858248,0.0365522,0.15215111,0.029962277,0.020948734,0.020693043,0.025872556,0.02065271,0.019937124,0.022391753,0.013771784,0.016502146,0.013330126
0.027294537,0.9236529,0.038427044,0.13544393,0.022986317,0.02174972,0.022312446,0.023127014,0.027356695,0.94986063,0.7234657,0.024292333,0.019453613,0.02376925,0.022698697,0.03409893,0.023978792,0.024160562,0.023348976,0.46054327,0.08582895,0.061722826,0.6609039,0.018819777,0.020124175,0.020796282,0.023433799,0.030100115,0.024211405,0.02274081,0.04163309,0.21563049,0.030607423,0.024381502,0.021403791,0.031645905,0.022926038,0.023374911,0.026089566,0.0178165,0.022124665,0.018699259
0.030347759,0.9372478,0.027931232,0.09416836,0.026459938,0.024079794,0.02425902,0.02414825,0.04069498,0.977536,0.24479884,0.028328232,0.022982687,0.025452003,0.02477718,0.033532668,0.023545627,0.024741698,0.022281686,0.35970673,0.08937258,0.025524287,0.16696408,0.016727159,0.026731983,0.017100124,0.035247255,0.031227374,0.02505326,0.027238788,0.04349206,0.13496968,0.03800574,0.028565036,0.027239215,0.032499366,0.023081563,0.026408987,0.02544271,0.01651568,0.020073222,0.015102899
